[2018-08-30 11:35:47.596] Starting up round ID 2128.
[2018-08-30 11:35:47.596] -------------------------
[2018-08-30 11:35:47.598] GAME: Round ID: 2128
[2018-08-30 11:35:47.733] ADMIN: Loading Banlist
[2018-08-30 11:35:48.729] GAME: Saved mode is 'secret'
[2018-08-30 11:35:59.134] GAME: Z-level Away Mission loaded at at 102,102,13
[2018-08-30 11:39:36.487] GAME: Arrfur/(Wack Grandpap) Client Arrfur/(Wack Grandpap) has taken ownership of mob  (Chief Engineer's Office (117, 80, 2))
[2018-08-30 11:39:36.958] ACCESS: Failed Login: Mayhem88 2488610502 82.28.99.204 - Banned (#533) PERMABAN
[2018-08-30 11:39:39.894] SAY: *no key*/(Clown) "Honk!" (Lavaland Labor Camp (137, 72, 5))
[2018-08-30 11:39:41.190] EMOTE: *no key*/(Lizard) stops moving... (Unexplored Location (40, 217, 10))
[2018-08-30 11:39:41.929] SAY: *no key*/(mouse) "Squeak?" (Engineering (117, 58, 2))
[2018-08-30 11:39:41.931] SAY: *no key*/(mouse) "SQUEAK!" (Aft Maintenance (129, 107, 2))
[2018-08-30 11:39:41.939] SAY: *no key*/(Prison Ofitser) "Engaging patrol mode." (Labor Camp Security (23, 36, 5))
[2018-08-30 11:39:41.940] SAY: *no key*/(Prison Ofitser) "Disengaging patrol mode." (Labor Camp Security (23, 36, 5))
[2018-08-30 11:39:41.946] SAY: *no key*/(Officer Beepsky) "Engaging patrol mode." (Labor Shuttle Dock (94, 159, 2))
[2018-08-30 11:39:45.983] SAY: *no key*/(Nobody's Perfect) "There&#39;s always a catch, and I&#39;m the best there is." (Wizard's Den (24, 75, 1))
[2018-08-30 11:39:47.970] SAY: *no key*/(mouse) "SQUEAK!" (Aft Maintenance (150, 95, 2))
[2018-08-30 11:39:51.979] EMOTE: *no key*/(Poly) turns and flies towards the clipboard. (Chief Engineer's Office (119, 82, 2))
[2018-08-30 11:39:59.978] SAY: *no key*/(Poly) "Check the crystal, you chucklefucks!" (Chief Engineer's Office (118, 82, 2))
[2018-08-30 11:40:01.971] SAY: *no key*/(mouse) "Squeak!" (Aft Maintenance (150, 94, 2))
[2018-08-30 11:40:03.972] SAY: *no key*/(mouse) "Squeak!" (Port Quarter Maintenance (96, 107, 2))
[2018-08-30 11:40:12.350] ACCESS: Failed Login: Mayhem88 2488610502 82.28.99.204 - Banned (#533) PERMABAN
[2018-08-30 11:40:16.277] SAY: *no key*/(Hijikata) "I knew it, I should&#39;ve been a plastic surgeon." (Holding Facility (104, 53, 1))
[2018-08-30 11:40:17.519] EMOTE: *no key*/(monkey (986)) scratches. (Virology (160, 100, 2))
[2018-08-30 11:40:20.300] EMOTE: *no key*/(Pegwing) turns and flies towards the bedsheet. (Pirate Cutter (112, 109, 3))
[2018-08-30 11:40:26.317] SAY: *no key*/(cow) "MOOOOOO" (Holding Facility (104, 71, 1))
[2018-08-30 11:40:29.114] GAME: *no key*/(Rusty Moberly) Rusty Moberly name changed from Rusty Moberly to Pocket (Lavaland Labor Camp (135, 72, 5))
[2018-08-30 11:40:29.164] GAME: *no key*/(Aaliyah Hall) Aaliyah Hall name changed from Aaliyah Hall to Buster Frown (Lavaland Labor Camp (139, 72, 5))
[2018-08-30 11:40:29.202] GAME: *no key*/(Sukie Leichter) Sukie Leichter name changed from Sukie Leichter to Razzle Dazzle (Lavaland Labor Camp (144, 73, 5))
[2018-08-30 11:40:29.243] GAME: *no key*/(Philip Prevatt) Philip Prevatt name changed from Philip Prevatt to Buster Frown (Lavaland Labor Camp (145, 72, 5))
[2018-08-30 11:40:29.283] GAME: *no key*/(Ward Foster) Ward Foster name changed from Ward Foster to Ziggy Yoyo (Lavaland Labor Camp (147, 72, 5))
[2018-08-30 11:40:30.466] EMOTE: *no key*/(mouse) squeaks. (Port Quarter Maintenance (100, 95, 2))
[2018-08-30 11:40:33.686] EMOTE: *no key*/(Runtime) twitches its whiskers. (Chief Medical Officer's Office (159, 110, 2))
[2018-08-30 11:40:35.685] EMOTE: *no key*/(monkey (518)) jumps! (Genetics Lab (160, 119, 2))
[2018-08-30 11:40:37.685] EMOTE: *no key*/(Runtime) wags its tail. (Chief Medical Officer's Office (159, 110, 2))
[2018-08-30 11:40:37.916] ACCESS: Failed Login: Mayhem88 2488610502 82.28.99.204 - Banned (#533) PERMABAN
[2018-08-30 11:40:38.469] EMOTE: *no key*/(mouse) shakes. (Port Quarter Maintenance (104, 95, 2))
[2018-08-30 11:40:42.466] EMOTE: *no key*/(mouse) shakes. (Port Quarter Maintenance (100, 95, 2))
[2018-08-30 11:40:44.466] SAY: *no key*/(mouse) "SQUEAK!" (Aft Maintenance (150, 95, 2))
[2018-08-30 11:40:45.686] EMOTE: *no key*/(monkey (923)) scratches. (Virology (159, 101, 2))
[2018-08-30 11:40:48.474] SAY: *no key*/(emergency Medibot) "What kind of medbay is this? Everyone&#39;s dropping like flies." (Unexplored Location (162, 105, 5))
[2018-08-30 11:40:56.475] EMOTE: *no key*/(Poly) looks in the �Zippo lighter's direction and takes flight. (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:41:04.369] ACCESS: Failed Login: Mayhem88 2488610502 82.28.99.204 - Banned (#533) PERMABAN
[2018-08-30 11:41:10.468] EMOTE: *no key*/(mouse) shakes. (Port Quarter Maintenance (101, 83, 2))
[2018-08-30 11:41:13.720] EMOTE: *no key*/(Runtime) wags its tail. (Chief Medical Officer's Office (159, 110, 2))
[2018-08-30 11:41:14.511] SAY: *no key*/(Hijikata) "I knew it, I should&#39;ve been a plastic surgeon." (Holding Facility (104, 53, 1))
[2018-08-30 11:41:19.753] EMOTE: *no key*/(monkey (221)) rolls. (Virology (158, 99, 2))
[2018-08-30 11:41:22.519] SAY: *no key*/(�chicken) "Bwaak bwak." (Holding Facility (102, 72, 1))
[2018-08-30 11:41:28.513] EMOTE: *no key*/(�chicken) flaps its wings viciously. (Holding Facility (102, 72, 1))
[2018-08-30 11:41:29.718] EMOTE: *no key*/(grey baby slime (925)) vibrates! (Xenobiology Lab (165, 93, 2))
[2018-08-30 11:41:34.513] EMOTE: *no key*/(Poly) squawks. (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:41:40.501] EMOTE: *no key*/(mouse) shakes. (Aft Maintenance (149, 95, 2))
[2018-08-30 11:41:40.503] EMOTE: *no key*/(mouse) runs in a circle. (Port Quarter Maintenance (101, 96, 2))
[2018-08-30 11:41:42.501] EMOTE: *no key*/(Pegwing) looks in the retractor's direction and takes flight. (Pirate Cutter (108, 115, 3))
[2018-08-30 11:41:43.726] EMOTE: *no key*/(Terk XXXI) rolls. (Bar (144, 138, 2))
[2018-08-30 11:41:44.505] SAY: *no key*/(Runtime) "HSSSSS" (Chief Medical Officer's Office (159, 110, 2))
[2018-08-30 11:41:46.511] SAY: *no key*/(Hijikata) "There&#39;s always a catch, and I&#39;m the best there is." (Holding Facility (104, 53, 1))
[2018-08-30 11:41:48.511] SAY: *no key*/(Poly) "i was concerned" (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:41:49.727] EMOTE: *no key*/(Runtime) gets up and meows. (Chief Medical Officer's Office (159, 110, 2))
[2018-08-30 11:41:50.510] EMOTE: *no key*/(Poly) looks in the burn patch's direction and takes flight. (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:41:51.727] EMOTE: *no key*/(monkey (27)) waves her tail. (Virology (160, 101, 2))
[2018-08-30 11:41:52.510] SAY: *no key*/(Poly) "Hey dadsss and dadettesss" (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:41:57.719] EMOTE: *no key*/(monkey (49)) waves his tail. (Genetics Lab (161, 117, 2))
[2018-08-30 11:41:58.507] EMOTE: *no key*/(Runtime) shivers. (Chief Medical Officer's Office (160, 110, 2))
[2018-08-30 11:42:00.587] EMOTE: *no key*/(mouse) squeaks. (Port Bow Maintenance (60, 155, 2))
[2018-08-30 11:42:00.588] SAY: *no key*/(mouse) "SQUEAK!" (Port Quarter Maintenance (92, 109, 2))
[2018-08-30 11:42:03.806] EMOTE: *no key*/(monkey (986)) waves her tail. (Virology (160, 100, 2))
[2018-08-30 11:42:04.282] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (110, 57, 2)
[2018-08-30 11:42:04.598] EMOTE: *no key*/(Ian) shakes its head. (Head of Personnel's Office (106, 120, 2))
[2018-08-30 11:42:05.849] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (110, 56, 2)
[2018-08-30 11:42:10.625] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (116, 57, 2)
[2018-08-30 11:42:15.970] GAME: Emitter turned OFF by Arrfur/(Wack Grandpap) in Engineering (116, 57, 2)
[2018-08-30 11:42:17.641] GAME: Emitter turned OFF by Arrfur/(Wack Grandpap) in Engineering (110, 56, 2)
[2018-08-30 11:42:25.819] EMOTE: *no key*/(Ian) dances around. (Head of Personnel's Office (105, 120, 2))
[2018-08-30 11:42:28.259] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (110, 56, 2)
[2018-08-30 11:42:31.114] GAME: Emitter turned OFF by Arrfur/(Wack Grandpap) in Engineering (110, 56, 2)
[2018-08-30 11:42:31.636] GAME: Emitter turned OFF by Arrfur/(Wack Grandpap) in Engineering (110, 57, 2)
[2018-08-30 11:42:32.592] SAY: *no key*/(�Medibot) "Delicious!" (CentCom Transport Shuttle Dock (155, 73, 1))
[2018-08-30 11:42:36.597] SAY: *no key*/(Ian) "Bark!" (Head of Personnel's Office (105, 120, 2))
[2018-08-30 11:42:40.589] EMOTE: *no key*/(Pegwing) looks in the hemostat's direction and takes flight. (Pirate Cutter (108, 115, 3))
[2018-08-30 11:42:44.607] EMOTE: *no key*/(Poly) looks in the monitor decryption key's direction and takes flight. (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:42:52.586] EMOTE: *no key*/(mouse) squeaks. (Aft Maintenance (129, 107, 2))
[2018-08-30 11:42:58.604] SAY: *no key*/(Hattori) "Radar, put a mask on!" (Holding Facility (108, 45, 1))
[2018-08-30 11:43:01.472] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (116, 57, 2)
[2018-08-30 11:43:05.805] EMOTE: *no key*/(monkey (49)) waves his tail. (Genetics Lab (161, 116, 2))
[2018-08-30 11:43:12.217] GAME: Emitter turned OFF by Arrfur/(Wack Grandpap) in Engineering (116, 57, 2)
[2018-08-30 11:43:15.806] EMOTE: *no key*/(Runtime) stretches out for a belly rub. (Chief Medical Officer's Office (160, 107, 2))
[2018-08-30 11:43:26.589] EMOTE: *no key*/(mouse) runs in a circle. (Port Quarter Maintenance (100, 95, 2))
[2018-08-30 11:43:33.804] EMOTE: *no key*/(monkey (49)) jumps! (Genetics Lab (160, 120, 2))
[2018-08-30 11:43:38.590] EMOTE: *no key*/(Pegwing) looks in the scalpel's direction and takes flight. (Pirate Cutter (108, 115, 3))
[2018-08-30 11:43:40.600] EMOTE: *no key*/(Poly) looks in the chief engineer's rubber stamp's direction and takes flight. (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:43:42.602] SAY: *no key*/(�chicken) "BWAAAAARK BWAK BWAK BWAK!" (Holding Facility (102, 72, 1))
[2018-08-30 11:43:44.588] EMOTE: *no key*/(mouse) shakes. (Port Quarter Maintenance (99, 95, 2))
[2018-08-30 11:43:45.807] EMOTE: *no key*/(monkey (488)) jumps! (Genetics Lab (160, 117, 2))
[2018-08-30 11:43:52.588] SAY: *no key*/(mouse) "Squeak?" (Port Quarter Maintenance (95, 109, 2))
[2018-08-30 11:43:57.820] EMOTE: *no key*/(Terk XXXI) jumps! (Bar (144, 138, 2))
[2018-08-30 11:44:01.812] EMOTE: *no key*/(grey baby slime (925)) jiggles! (Xenobiology Lab (166, 93, 2))
[2018-08-30 11:44:14.598] SAY: *no key*/(Nobody's Perfect) "Radar, put a mask on!" (Wizard's Den (24, 75, 1))
[2018-08-30 11:44:16.603] SAY: *no key*/(Tom) "Squeak!" (Prison Wing (102, 190, 2))
[2018-08-30 11:44:16.606] EMOTE: *no key*/(cow) brays. (Holding Facility (103, 71, 1))
[2018-08-30 11:44:21.811] SAY: *no key*/(grey baby slime (925)) "Rawr..." (Xenobiology Lab (165, 93, 2))
[2018-08-30 11:44:22.598] SAY: *no key*/(Hattori) "Radar, put a mask on!" (Holding Facility (108, 45, 1))
[2018-08-30 11:44:32.592] SAY: *no key*/(emergency Medibot) "Radar, put a mask on!" (Unexplored Location (162, 105, 5))
[2018-08-30 11:44:36.588] EMOTE: *no key*/(mouse) shakes. (Port Bow Maintenance (60, 156, 2))
[2018-08-30 11:44:36.590] EMOTE: *no key*/(Pegwing) looks in the cautery's direction and takes flight. (Pirate Cutter (108, 115, 3))
[2018-08-30 11:44:48.602] SAY: *no key*/(Hattori) "I knew it, I should&#39;ve been a plastic surgeon." (Holding Facility (108, 45, 1))
[2018-08-30 11:44:50.598] EMOTE: *no key*/(Poly) looks in the chief engineer's rubber stamp's direction and takes flight. (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:44:52.605] SAY: *no key*/(cow) "moo" (Holding Facility (102, 71, 1))
[2018-08-30 11:45:04.592] SAY: *no key*/(mouse) "SQUEAK!" (Aft Maintenance (150, 95, 2))
[2018-08-30 11:45:12.593] SAY: *no key*/(Runtime) "Meow!" (Chief Medical Officer's Office (160, 107, 2))
[2018-08-30 11:45:13.809] ACCESS: Failed Login: Mayhem88 2488610502 82.28.99.204 - Banned (#533) PERMABAN
[2018-08-30 11:45:21.803] EMOTE: *no key*/(grey baby slime (632)) jiggles! (Xenobiology Lab (176, 92, 2))
[2018-08-30 11:45:23.806] EMOTE: *no key*/(monkey (923)) rolls. (Virology (160, 101, 2))
[2018-08-30 11:45:26.589] SAY: *no key*/(mouse) "Squeak?" (Port Quarter Maintenance (100, 83, 2))
[2018-08-30 11:45:28.592] EMOTE: *no key*/(Pegwing) bawks! (Pirate Cutter (108, 115, 3))
[2018-08-30 11:45:32.592] SAY: *no key*/(Runtime) "Esp!" (Chief Medical Officer's Office (160, 107, 2))
[2018-08-30 11:45:32.599] SAY: *no key*/(Hijikata) "Delicious!" (Holding Facility (104, 53, 1))
[2018-08-30 11:45:34.598] SAY: *no key*/(Hattori) "What kind of medbay is this? Everyone&#39;s dropping like flies." (Holding Facility (108, 45, 1))
[2018-08-30 11:45:38.600] SAY: *no key*/(Poly) "He committed suicide to avoid a fight" (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:45:47.807] EMOTE: *no key*/(Ian) dances around. (Head of Personnel's Office (105, 121, 2))
[2018-08-30 11:45:48.598] EMOTE: *no key*/(Poly) looks in the �Power-ON cartridge's direction and takes flight. (Chief Engineer's Office (118, 83, 2))
[2018-08-30 11:45:58.590] SAY: *no key*/(�Medibot) "What kind of medbay is this? Everyone&#39;s dropping like flies." (CentCom Transport Shuttle Dock (155, 73, 1))
[2018-08-30 11:46:00.587] EMOTE: *no key*/(Pegwing) squawks. (Pirate Cutter (108, 115, 3))
[2018-08-30 11:46:01.929] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (110, 57, 2)
[2018-08-30 11:46:02.587] EMOTE: *no key*/(mouse) shakes. (Aft Maintenance (127, 107, 2))
[2018-08-30 11:46:02.929] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (110, 56, 2)
[2018-08-30 11:46:04.793] GAME: Emitter turned ON by Arrfur/(Wack Grandpap) in Engineering (116, 57, 2)
[2018-08-30 11:46:06.590] SAY: *no key*/(emergency Medibot) "Delicious!" (Unexplored Location (162, 105, 5))
[2018-08-30 11:46:06.598] SAY: *no key*/(Tom) "SQUEAK!" (Prison Wing (106, 191, 2))
[2018-08-30 11:46:15.806] EMOTE: *no key*/(monkey (49)) waves his tail. (Genetics Lab (161, 119, 2))
[2018-08-30 11:46:17.810] EMOTE: *no key*/(monkey (515)) rolls. (Genetics Lab (160, 119, 2))
[2018-08-30 11:46:21.807] EMOTE: *no key*/(Terk XXXI) jumps! (Bar (144, 138, 2))
[2018-08-30 11:46:28.592] SAY: *no key*/(�Medibot) "There&#39;s always a catch, and I&#39;m the best there is." (CentCom Transport Shuttle Dock (154, 73, 1))
[2018-08-30 11:46:29.803] EMOTE: *no key*/(grey baby slime (632)) jiggles! (Xenobiology Lab (176, 94, 2))
[2018-08-30 11:46:29.809] EMOTE: *no key*/(Terk XXXI) rolls. (Bar (144, 138, 2))
[2018-08-30 11:46:30.587] EMOTE: *no key*/(mouse) runs in a circle. (Port Quarter Maintenance (101, 83, 2))
[2018-08-30 11:46:32.596] EMOTE: *no key*/(Paperwork) snores. (Cargo Bay (82, 119, 2))
[2018-08-30 11:46:36.597] SAY: *no key*/(cow) "moo" (Holding Facility (102, 72, 1))
[2018-08-30 11:46:36.598] SAY: *no key*/(�chicken) "Bwaak bwak." (Holding Facility (104, 72, 1))
[2018-08-30 11:46:38.598] SAY: *no key*/(Poly) "What&#39;s going on." (Chief Engineer's Office (119, 83, 2))
[2018-08-30 11:46:39.813] EMOTE: *no key*/(grey baby slime (925)) lights up for a bit, then stops. (Xenobiology Lab (166, 94, 2))
[2018-08-30 11:46:39.816] EMOTE: *no key*/(monkey (986)) waves her tail. (Virology (161, 99, 2))
[2018-08-30 11:46:42.598] SAY: *no key*/(Tom) "SQUEAK!" (Prison Wing (105, 191, 2))
[2018-08-30 11:46:45.609] ACCESS: Login: Overhappy Engineer from 62.211.26.58-978352358 || BYOND v512.1448
[2018-08-30 11:46:45.676] ACCESS: Mob Login: Overhappy Engineer/(Overhappy Engineer) was assigned to a /mob/dead/new_player
[2018-08-30 11:46:45.681] GAME: Overhappy Engineer/(Overhappy Engineer) Client Overhappy Engineer/(Overhappy Engineer) has taken ownership of mob Overhappy Engineer (start area (8, 174, 1))
[2018-08-30 11:46:46.880] GAME: Emitter lost power in Engineering (116, 57, 2)
[2018-08-30 11:46:46.882] GAME: Emitter lost power in Engineering (110, 56, 2)
[2018-08-30 11:46:46.894] GAME: Emitter lost power in Engineering (110, 57, 2)
[2018-08-30 11:46:47.294] SAY: *no key*/(mouse) "SQUEAK!" (Port Quarter Maintenance (96, 101, 2))
[2018-08-30 11:46:51.295] EMOTE: *no key*/(mouse) shakes. (Port Bow Maintenance (64, 161, 2))
[2018-08-30 11:46:53.307] SAY: *no key*/(Hijikata) "Radar, put a mask on!" (Holding Facility (104, 53, 1))
[2018-08-30 11:46:53.897] GAME: Random Event triggering: Minor Space Dust (/datum/round_event/space_dust)
[2018-08-30 11:46:57.305] EMOTE: *no key*/(mouse) squeaks. (Port Quarter Maintenance (96, 107, 2))
[2018-08-30 11:47:10.844] EMOTE: *no key*/(Terk XXXI) waves its tail. (Bar (144, 138, 2))
[2018-08-30 11:47:11.626] EMOTE: *no key*/(mouse) runs in a circle. (Port Quarter Maintenance (96, 106, 2))
[2018-08-30 11:47:35.642] SAY: *no key*/(Hattori) "What kind of medbay is this? Everyone&#39;s dropping like flies." (Holding Facility (108, 45, 1))
[2018-08-30 11:47:40.842] EMOTE: *no key*/(monkey (488)) jumps! (Genetics Lab (161, 117, 2))
[2018-08-30 11:47:40.845] EMOTE: *no key*/(Runtime) walks around. (Chief Medical Officer's Office (160, 107, 2))
[2018-08-30 11:47:47.635] SAY: *no key*/(Poly) "I nly need plasma" (Chief Engineer's Office (119, 83, 2))
[2018-08-30 11:47:54.841] EMOTE: *no key*/(grey baby slime (632)) vibrates! (Xenobiology Lab (177, 93, 2))
[2018-08-30 11:47:56.844] EMOTE: *no key*/(Runtime) grooms its fur. (Chief Medical Officer's Office (159, 108, 2))
[2018-08-30 11:48:05.636] SAY: *no key*/(Poly) "Misssing nothing" (Chief Engineer's Office (119, 83, 2))
[2018-08-30 11:48:14.844] EMOTE: *no key*/(Runtime) shakes out its coat. (Chief Medical Officer's Office (159, 107, 2))
[2018-08-30 11:48:21.637] EMOTE: *no key*/(�chicken) clucks. (Holding Facility (103, 71, 1))
[2018-08-30 11:48:24.846] SAY: *no key*/(grey baby slime (632)) "Rawr..." (Xenobiology Lab (176, 93, 2))
[2018-08-30 11:48:27.636] SAY: *no key*/(Hattori) "What kind of medbay is this? Everyone&#39;s dropping like flies." (Holding Facility (108, 45, 1))
[2018-08-30 11:48:32.841] EMOTE: *no key*/(grey baby slime (632)) vibrates! (Xenobiology Lab (176, 92, 2))
[2018-08-30 11:48:36.843] EMOTE: *no key*/(monkey (518)) jumps! (Genetics Lab (161, 116, 2))
[2018-08-30 11:48:37.637] SAY: *no key*/(Tom) "SQUEAK!" (Prison Wing (104, 190, 2))
[2018-08-30 11:48:40.850] EMOTE: *no key*/(monkey (219)) scratches. (Virology (160, 99, 2))
[2018-08-30 11:48:47.637] SAY: *no key*/(Hijikata) "What kind of medbay is this? Everyone&#39;s dropping like flies." (Holding Facility (104, 53, 1))
[2018-08-30 11:48:51.636] SAY: *no key*/(Hijikata) "Radar, put a mask on!" (Holding Facility (104, 53, 1))
[2018-08-30 11:48:53.628] SAY: *no key*/(emergency Medibot) "I knew it, I should&#39;ve been a plastic surgeon." (Unexplored Location (162, 105, 5))
[2018-08-30 11:48:56.852] EMOTE: *no key*/(monkey (515)) rolls. (Genetics Lab (160, 120, 2))
[2018-08-30 11:49:09.897] SAY: *no key*/(mouse) "Squeak?" (Port Quarter Maintenance (99, 96, 2))
[2018-08-30 11:49:17.104] EMOTE: *no key*/(monkey (253)) waves his tail. (Genetics Lab (160, 120, 2))
[2018-08-30 11:49:29.123] EMOTE: *no key*/(monkey (923)) scratches. (Virology (157, 100, 2))
[2018-08-30 11:49:31.117] EMOTE: *no key*/(grey baby slime (925)) vibrates! (Xenobiology Lab (167, 93, 2))
[2018-08-30 11:49:45.903] EMOTE: *no key*/(mouse) runs in a circle. (Port Quarter Maintenance (100, 83, 2))
[2018-08-30 11:49:45.915] SAY: *no key*/(Hattori) "Radar, put a mask on!" (Holding Facility (108, 45, 1))
